SCHOOL,DISTRICT,COUNTY,DISTRICT_TYPE,REGION,ATTENDANCE_RATE,LANGUAGE_ARTS_AVERAGE_CLASS_SIZE,MATHEMATICS_AVERAGE_CLASS_SIZE,SCIENCE_AVERAGE_CLASS_SIZE,HISTORY_GOVERNMENT_AND_GEOGRAPHY_AVERAGE_CLASS_SIZE,GRADE_1_AVERAGE_CLASS_SIZE,GRADE_2_AVERAGE_CLASS_SIZE,KINDERGARTEN_AVERAGE_CLASS_SIZE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,TEACHER_TURNOVER_RATE,PERCENT_OF_STUDENTS_SUSPENDED,N_PUPILS,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PRE_K,K,GRADE_01,GRADE_02,GRADE_03,GRADE_04,GRADE_05,GRADE_06,GRADE_07,GRADE_08,GRADE_09,GRADE_10,GRADE_11,GRADE_12,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES
d8bbc37b,a3d9c38f,454cd604,Average Need,Mohawk Valley,94,20.333333333333332,20.333333333333332,21,NA,NA,NA,NA,31,6,23,0,0,NA,0,243,2930,24514,0,0,0,0,83,77,83,0,0,0,0,0,0,0,48,52,0,0,0,0,0,100,0,15,41,0,0,0,2
c4847c07,a3d9c38f,454cd604,Average Need,Mohawk Valley,93,NA,NA,NA,NA,15,18,19,29,4,27,0,0,NA,1,327,3040,19140,65,96,75,91,0,0,0,0,0,0,0,0,0,0,54,46,0,0,0,0,0,100,0,6,36,0,1,0,1
80870dc3,a3d9c38f,454cd604,Average Need,Mohawk Valley,95,16,20.333333333333332,16.75,15,NA,NA,NA,33,4,44,2,0,NA,10,405,1070,28546,0,0,0,0,0,0,0,0,0,0,97,96,111,101,55,45,0,0,0,0,0,100,0,13,39,0,1,0,1
e0c0e70c,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,92,15.75,15.75,19,NA,16,16,22,71,1,40,1,2,NA,2,475,4067,21485,0,66,64,63,71,58,76,71,0,0,0,0,0,0,47,53,19,0,16,16,19,43,6,13,78,0,1,0,0
f6668bf3,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,90,18.5,18.5,19,NA,19,22,17,83,1,49,1,2,NA,2,636,4304,21409,0,86,96,86,93,83,96,96,0,0,0,0,0,0,52,48,30,0,19,28,30,17,7,15,89,0,2,0,0
ccb1f30c,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,90,14.5,14.5,13,NA,15,14,15,74,1,51,1,2,NA,4,582,3951,20838,0,75,88,69,86,84,90,88,0,0,0,0,0,0,53,47,13,0,26,15,20,33,6,18,82,0,3,1,0
4049b44c,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,90,12.5,12.5,14,NA,15,9,12,60,1,41,1,2,NA,4,383,3719,19183,0,46,59,46,49,62,52,55,0,0,0,0,0,0,50,50,8,1,18,8,20,44,9,24,67,0,1,1,0
dbebaf4d,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,90,15.25,15.25,14,NA,15,22,12,89,0,30,1,1,NA,4,298,4176,22105,0,37,44,43,34,33,55,52,0,0,0,0,0,0,46,54,24,0,33,28,21,10,7,14,96,0,5,1,0
ba5fed94,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,89,17,17,19,NA,16,21,14,86,0,50,1,2,NA,5,601,3997,20872,0,70,94,103,62,88,92,91,0,0,0,0,0,0,50,50,21,0,33,34,17,8,8,15,93,0,3,1,0
5d7b1ca1,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,90,13,13,12,NA,8,10,8,79,0,48,1,1,NA,9,428,3816,19065,0,55,51,70,52,51,58,77,0,0,0,0,0,0,54,46,12,0,25,14,25,29,6,24,85,0,4,1,0
6b5e1a73,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,90,10.75,10.75,13,NA,11,12,11,72,0,39,1,2,NA,3,378,3990,20111,0,57,62,48,61,45,50,42,0,0,0,0,0,0,57,43,13,1,32,10,20,31,6,31,85,0,4,0,0
1c9ebf64,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,86,15,15,15,NA,12,13,12,81,0,49,1,2,NA,11,583,3929,20573,0,99,84,77,78,74,88,81,0,0,0,0,0,0,55,45,12,0,29,9,31,17,13,18,93,0,5,2,0
1c1934cb,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,88,19.5,21.333333333333332,25,NA,NA,NA,NA,76,0,61,3,2,NA,18,660,4555,20549,0,0,0,0,0,0,0,0,326,334,0,0,0,0,48,52,11,0,23,17,21,33,6,18,79,0,3,1,0
c24f870c,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,89,20,21,22,NA,NA,NA,NA,84,0,64,3,2,NA,12,763,4564,20139,0,0,0,0,0,0,0,0,364,370,0,0,0,0,54,46,13,0,26,23,24,19,8,21,88,0,5,1,0
74529ecd,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,81,18,21.333333333333332,20.25,18.5,NA,NA,NA,76,0,164,13,5,NA,12,2730,6007,18570,0,0,0,0,0,0,0,0,0,0,659,713,640,674,50,50,14,0,25,22,22,24,6,20,82,0,3,1,0
826ef1b0,78f89b66,454cd604,High-Need Urban/Suburban,Mohawk Valley,90,12,12,13,NA,12,16,10,83,1,46,1,1,NA,2,495,4548,19858,0,62,83,75,65,60,76,70,0,0,0,0,0,0,54,46,26,0,17,35,22,21,5,21,91,0,2,1,0
3799dfb0,8d45acd6,454cd604,Average Need,Mohawk Valley,94,NA,NA,NA,NA,11,17,16,21,2,18,0,0,NA,3,183,4124,31707,0,74,57,52,0,0,0,0,0,0,0,0,0,0,49,51,1,0,1,1,1,96,1,16,31,0,0,0,0
b6c5eaae,8d45acd6,454cd604,Average Need,Mohawk Valley,88,20,19,16.8,18.5,NA,NA,NA,25,1,37,2,0,NA,3,379,1738,27292,0,0,0,0,0,0,0,0,66,63,76,46,65,63,50,50,1,0,1,1,2,96,1,13,28,0,1,0,1
edf61b21,8d45acd6,454cd604,Average Need,Mohawk Valley,95,19,19,18,NA,NA,NA,NA,31,1,25,0,0,NA,2,228,651,24949,0,0,0,0,55,59,55,59,0,0,0,0,0,0,51,49,0,0,0,0,2,96,1,17,34,0,0,0,0
a273a2f9,681485e7,454cd604,Average Need,Mohawk Valley,94,21,21,24,NA,18,22,23,32,1,24,0,0,NA,4,326,1194,21405,36,45,35,44,31,46,48,41,0,0,0,0,0,0,52,48,1,0,1,0,9,87,3,10,42,1,1,0,0
b55aea5d,681485e7,454cd604,Average Need,Mohawk Valley,95,19,15.4,14.6,9,NA,NA,NA,31,3,29,2,0,NA,6,238,86,30510,0,0,0,0,0,0,0,0,39,38,39,36,45,41,52,48,2,0,1,0,5,90,3,11,37,1,0,0,0
752defb5,609c25c9,454cd604,Average Need,Mohawk Valley,95,10,10,13,NA,10,12,13,25,2,30,0,0,NA,1,286,3486,29653,0,39,50,58,37,49,52,0,0,0,0,0,0,0,53,47,2,0,1,1,3,87,7,22,27,0,0,0,0
7c69fe25,609c25c9,454cd604,Average Need,Mohawk Valley,95,15.666666666666666,15.666666666666666,23,NA,17,19,20,16,4,32,0,0,NA,0,337,2959,25009,0,57,52,58,51,51,68,0,0,0,0,0,0,0,53,47,0,0,0,1,2,94,3,11,20,0,0,0,0
df3e6e40,609c25c9,454cd604,Average Need,Mohawk Valley,94,14.333333333333334,14.333333333333334,16,NA,13,15,16,30,3,30,0,0,NA,2,330,3021,25434,0,49,51,59,55,53,62,0,0,0,0,0,0,0,49,51,4,0,2,1,2,91,3,18,35,0,0,0,0
57b1d14e,609c25c9,454cd604,Average Need,Mohawk Valley,94,14.333333333333334,14,21,NA,NA,NA,NA,36,4,48,2,2,NA,3,482,2069,23911,0,0,0,0,0,0,0,0,242,237,0,0,0,0,49,51,1,0,2,2,4,88,4,16,40,0,0,0,0
205d071f,609c25c9,454cd604,Average Need,Mohawk Valley,95,17,20,NA,NA,NA,NA,NA,31,4,22,1,0,NA,4,230,4335,29966,0,0,0,0,0,0,0,229,0,0,0,0,0,0,50,50,0,0,2,1,2,90,4,20,36,0,0,0,0
9b6452fa,609c25c9,454cd604,Average Need,Mohawk Valley,94,16,17.25,18.5,16.5,NA,NA,NA,30,4,69,4,1,NA,7,938,1063,17680,0,0,0,0,0,0,0,0,0,0,239,250,225,223,50,50,1,0,2,2,5,88,3,16,34,0,0,0,0
13f2177c,609c25c9,454cd604,Average Need,Mohawk Valley,94,16.666666666666668,16.666666666666668,20,NA,13,17,15,48,7,34,0,0,NA,3,334,2985,26451,0,42,49,63,62,57,61,0,0,0,0,0,0,0,50,50,2,0,3,2,5,83,7,19,55,0,0,0,0
2af34c81,d79b3679,fd1f6ae1,Average Need,Central New York,94,21.5,21.5,NA,NA,NA,NA,NA,20,1,11,1,0,NA,2,342,1111,20146,0,66,69,76,61,70,0,0,0,0,0,0,0,0,48,52,2,0,3,1,5,83,8,18,23,0,0,0,1
0379c95d,d79b3679,fd1f6ae1,Average Need,Central New York,94,21.5,21.5,NA,NA,NA,NA,NA,28,2,21,2,0,NA,0,744,1077,19504,36,139,141,128,147,153,0,0,0,0,0,0,0,0,52,48,5,0,4,2,4,82,7,14,33,0,0,0,1
ae982018,d79b3679,fd1f6ae1,Average Need,Central New York,95,21.5,21.5,NA,NA,NA,NA,NA,25,2,11,1,0,NA,0,321,1178,20654,0,68,60,64,62,67,0,0,0,0,0,0,0,0,50,50,5,0,2,1,6,81,10,21,29,0,0,0,1
7e7e50a2,d79b3679,fd1f6ae1,Average Need,Central New York,94,21.5,21.5,NA,NA,NA,NA,NA,26,1,8,1,0,NA,2,299,1175,23828,0,63,63,61,61,47,0,0,0,0,0,0,0,0,53,47,7,0,4,0,6,84,6,21,31,0,0,0,1
f4c9fe04,d79b3679,fd1f6ae1,Average Need,Central New York,93,21.5,21.5,25,NA,NA,NA,NA,28,3,61,3,0,NA,5,707,1040,19742,0,0,0,0,0,0,373,331,0,0,0,0,0,0,53,47,3,0,4,2,7,79,7,14,32,0,1,0,1
b50a59c6,d79b3679,fd1f6ae1,Average Need,Central New York,91,21,18,21.25,21,NA,NA,NA,26,3,113,6,4,NA,6,1387,999,20165,0,0,0,0,0,0,0,0,0,0,353,351,340,337,52,47,3,1,3,1,5,83,7,12,30,0,1,0,0
ee5c7bc7,d79b3679,fd1f6ae1,Average Need,Central New York,93,21,20.666666666666668,20,NA,NA,NA,NA,30,2,66,3,1,NA,9,664,1073,20966,0,0,0,0,0,0,0,0,346,310,0,0,0,0,51,48,2,0,5,2,5,81,8,16,32,0,1,1,1
6e740024,cc871859,fd1f6ae1,Average Need,Central New York,94,16.5,16.5,NA,NA,NA,NA,NA,34,1,34,0,2,NA,2,325,2148,24307,0,61,74,59,69,62,0,0,0,0,0,0,0,0,45,55,0,0,5,4,6,75,10,21,42,0,1,0,0
5400dfcc,cc871859,fd1f6ae1,Average Need,Central New York,94,19,19,NA,NA,NA,NA,NA,40,2,42,2,0,NA,1,529,2349,21007,0,103,113,119,97,97,0,0,0,0,0,0,0,0,54,46,0,0,5,5,3,77,11,24,50,0,2,0,0
3a6d12ec,cc871859,fd1f6ae1,Average Need,Central New York,95,22,22,NA,NA,NA,NA,NA,25,2,45,1,0,NA,1,522,2109,21482,0,101,98,102,112,109,0,0,0,0,0,0,0,0,48,52,5,1,2,8,5,80,4,27,32,0,1,0,0
48b9f4be,cc871859,fd1f6ae1,Average Need,Central New York,94,20,20,NA,NA,NA,NA,NA,34,2,37,0,1,NA,1,432,2062,21655,0,77,87,91,93,84,0,0,0,0,0,0,0,0,49,51,0,1,4,2,4,85,5,25,40,0,2,0,0
dd6bbadd,cc871859,fd1f6ae1,Average Need,Central New York,92,20.5,20.5,NA,NA,NA,NA,NA,57,1,43,1,1,NA,3,430,2117,23607,0,84,79,82,92,92,0,0,0,0,0,0,0,0,52,48,6,1,7,10,8,64,9,27,73,0,5,0,0
c9e8b128,cc871859,fd1f6ae1,Average Need,Central New York,94,17.5,17.5,NA,NA,NA,NA,NA,43,0,50,0,1,NA,0,564,2189,22186,0,108,120,107,101,128,0,0,0,0,0,0,0,0,54,46,6,0,4,8,5,75,7,32,53,0,1,1,0
7eec6131,cc871859,fd1f6ae1,Average Need,Central New York,94,22.666666666666668,22.666666666666668,23,NA,NA,NA,NA,33,3,87,3,1,NA,4,1025,2058,21230,0,0,0,0,0,0,320,348,354,0,0,0,0,0,52,48,2,1,4,5,5,79,6,14,39,0,1,0,0
4b8432fa,cc871859,fd1f6ae1,Average Need,Central New York,93,21,23,23.25,NA,NA,NA,NA,44,2,117,6,2,NA,11,1208,1980,22688,0,0,0,0,0,0,0,0,0,571,632,0,0,0,51,49,2,0,6,5,6,75,8,13,51,0,1,0,0
03962822,cc871859,fd1f6ae1,Average Need,Central New York,92,21,21.666666666666668,20,NA,NA,NA,NA,52,1,77,3,1,NA,11,705,2156,24093,0,0,0,0,0,0,223,229,242,0,0,0,0,0,50,50,4,1,8,6,7,68,10,17,60,0,2,0,0
890a5ddb,cc871859,fd1f6ae1,Average Need,Central New York,92,22,19.5,19.5,20,NA,NA,NA,33,2,158,9,3,NA,6,1746,1943,21890,0,0,0,0,0,0,0,0,0,0,0,575,564,586,52,48,1,0,5,5,5,78,6,9,37,0,3,0,0
351e95d7,cc871859,fd1f6ae1,Average Need,Central New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274e64c8,b3ef3b08,fd1f6ae1,Average Need,Central New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
da5a020c,b3ef3b08,fd1f6ae1,Average Need,Central New York,95,20.666666666666668,20.666666666666668,20,NA,NA,NA,NA,24,2,26,1,0,NA,1,350,871,24161,0,58,49,59,59,66,59,0,0,0,0,0,0,0,45,55,3,0,2,2,3,89,4,17,28,0,0,0,5
3c6b5a2e,b3ef3b08,fd1f6ae1,Average Need,Central New York,92,20.666666666666668,20.666666666666668,21,NA,NA,NA,NA,73,3,23,2,0,NA,2,355,2152,25301,0,59,51,60,57,66,62,0,0,0,0,0,0,0,57,43,9,1,16,7,5,66,5,26,78,0,1,0,1
5b10901f,b3ef3b08,fd1f6ae1,Average Need,Central New York,94,16.333333333333332,16.333333333333332,18,NA,NA,NA,NA,47,5,26,1,0,NA,3,311,1460,27282,0,58,53,52,43,52,53,0,0,0,0,0,0,0,54,46,11,1,4,8,3,77,7,23,56,0,1,0,2
2e239406,b3ef3b08,fd1f6ae1,Average Need,Central New York,90,19,21,19,19.5,NA,NA,NA,55,3,102,5,0,NA,8,1156,1246,25284,0,0,0,0,0,0,0,0,0,0,285,288,301,266,51,49,3,0,9,4,4,78,3,18,59,0,2,0,0
00728e05,b3ef3b08,fd1f6ae1,Average Need,Central New York,94,17.333333333333332,17.333333333333332,17,NA,NA,NA,NA,38,4,23,1,0,NA,1,316,1325,27083,0,48,51,60,42,63,52,0,0,0,0,0,0,0,54,46,0,1,3,0,1,92,3,23,45,0,0,0,0
2308096e,b3ef3b08,fd1f6ae1,Average Need,Central New York,92,19.333333333333332,21.5,22,NA,NA,NA,NA,41,4,67,4,0,NA,8,688,918,26977,0,0,0,0,0,0,0,236,207,243,0,0,0,0,48,52,3,1,8,5,4,79,4,19,48,0,1,0,1
56b00eba,4899fd0f,fd1f6ae1,Average Need,Central New York,94,18.5,18.5,NA,NA,NA,NA,NA,26,1,21,0,1,NA,1,329,226,23917,18,56,64,65,56,70,0,0,0,0,0,0,0,0,48,52,5,0,3,19,2,70,6,15,29,0,1,0,0
1ea24382,4899fd0f,fd1f6ae1,Average Need,Central New York,93,19,19,NA,NA,NA,NA,NA,31,0,17,0,1,NA,0,246,233,27684,17,48,43,45,54,39,0,0,0,0,0,0,0,0,56,44,7,0,7,8,7,69,10,17,35,0,2,0,0
949edd02,4899fd0f,fd1f6ae1,Average Need,Central New York,94,20.5,20.5,NA,NA,NA,NA,NA,18,2,22,1,0,NA,0,333,233,25003,34,51,58,61,62,64,0,0,0,0,0,0,0,0,53,47,3,0,6,11,6,68,8,13,23,0,1,0,0
20a5b67f,4899fd0f,fd1f6ae1,Average Need,Central New York,94,17.25,21.2,23,NA,NA,NA,NA,28,2,78,3,1,NA,2,714,229,27001,0,0,0,0,0,0,169,172,171,196,0,0,0,0,49,51,5,0,6,9,4,71,9,11,32,0,1,0,0
1cd90b49,4899fd0f,fd1f6ae1,Average Need,Central New York,94,15,20,21.333333333333332,19,NA,NA,NA,24,2,72,5,1,NA,4,843,229,26832,0,0,0,0,0,0,0,0,0,0,199,200,219,219,53,47,3,0,8,9,4,72,6,10,28,0,1,1,0
462cc9cd,8536aa77,fd1f6ae1,Average Need,Central New York,92,20,20,NA,NA,16,20,15,37,2,30,0,0,NA,1,405,0,19488,103,76,64,82,80,0,0,0,0,0,0,0,0,0,44,56,1,0,2,1,0,98,0,24,46,0,2,0,0
09bb05fe,8536aa77,fd1f6ae1,Average Need,Central New York,92,15,10.5,13,16.5,NA,NA,NA,32,2,37,0,0,NA,5,327,0,29111,0,0,0,0,0,0,0,0,0,0,85,79,85,78,51,49,0,1,1,1,2,95,1,18,38,0,2,0,0
a847ca15,8536aa77,fd1f6ae1,Average Need,Central New York,91,19.2,19.166666666666668,20,NA,NA,NA,NA,40,2,39,0,0,NA,7,412,2513,26625,0,0,0,0,3,87,85,58,92,85,0,0,0,0,52,48,1,0,2,0,0,96,1,18,46,0,3,0,0
f31b73dc,498dc98e,fd1f6ae1,Average Need,Central New York,95,17,17,17,NA,NA,NA,NA,22,4,25,0,1,NA,1,320,2183,25920,30,52,48,54,45,57,34,0,0,0,0,0,0,0,48,52,3,1,0,0,4,94,2,12,31,1,0,0,0
bd3998d3,498dc98e,fd1f6ae1,Average Need,Central New York,94,15.5,13.5,11.6,12.5,NA,NA,NA,26,4,47,2,1,NA,3,324,2256,32890,0,0,0,0,0,0,0,42,53,50,44,39,57,37,51,49,1,0,1,1,3,94,2,10,37,0,0,0,0
3614b0af,65f84c01,fd1f6ae1,Average Need,Central New York,94,16,18,19.75,19.5,NA,NA,NA,26,2,53,3,1,NA,5,552,1011,23019,0,0,0,0,0,0,0,0,0,0,134,129,137,150,46,53,1,0,6,2,5,81,5,11,30,0,1,0,0
23b5738f,65f84c01,fd1f6ae1,Average Need,Central New York,96,19,19,NA,NA,NA,19,NA,26,4,24,0,1,NA,1,369,987,20904,0,0,0,134,113,122,0,0,0,0,0,0,0,0,50,50,3,0,7,1,5,78,9,11,33,0,1,0,0
d8d59b78,65f84c01,fd1f6ae1,Average Need,Central New York,95,NA,NA,NA,NA,16,NA,17,23,2,23,0,1,NA,1,248,986,22375,0,138,110,0,0,0,0,0,0,0,0,0,0,0,56,44,3,0,6,2,6,79,7,20,27,0,1,0,0
6b5bea23,65f84c01,fd1f6ae1,Average Need,Central New York,94,17.5,18,20,NA,NA,NA,NA,29,2,52,2,1,NA,4,562,978,22145,0,0,0,0,0,0,127,161,150,123,0,0,0,0,48,51,2,1,10,2,5,78,5,14,33,0,1,0,0
2a3045a7,344199c9,fd1f6ae1,High-Need Urban/Suburban,Central New York,92,16.5,16.5,NA,NA,NA,NA,NA,65,1,46,1,1,NA,5,442,3668,25289,0,97,84,85,93,82,0,0,0,0,0,0,0,0,50,50,12,2,9,2,12,71,5,23,71,0,4,0,1
f3022b1b,344199c9,fd1f6ae1,High-Need Urban/Suburban,Central New York,88,17,15.666666666666666,16.25,17.5,NA,NA,NA,58,1,50,2,1,NA,10,451,1439,28496,0,0,0,0,0,0,0,0,0,0,109,113,111,111,53,47,4,1,10,3,11,68,7,15,66,0,2,0,0
2ea729b1,344199c9,fd1f6ae1,High-Need Urban/Suburban,Central New York,91,18.25,19.4,17,NA,NA,NA,NA,66,0,40,2,1,NA,13,438,3462,24751,54,0,0,0,0,0,93,92,109,86,0,0,0,0,49,51,6,2,9,1,13,67,8,19,69,0,3,1,0
011a9e5d,8c25b58e,fd1f6ae1,Average Need,Central New York,89,12.333333333333334,9.857142857142858,6,NA,10,15,14,78,1,21,0,0,NA,6,121,4310,47376,10,12,10,15,15,19,9,12,10,9,0,0,0,0,53,47,0,99,0,1,0,0,0,27,83,0,0,0,0
13c9be63,8c25b58e,fd1f6ae1,Average Need,Central New York,92,13,12.6,13.5,18.5,NA,NA,NA,42,2,37,0,0,NA,8,330,1981,30544,0,0,0,0,0,0,0,0,41,43,64,55,56,71,54,46,0,28,1,1,3,64,2,12,45,0,1,0,0
48bf7bb6,8c25b58e,fd1f6ae1,Average Need,Central New York,93,14.5,14.5,NA,NA,15,15,15,47,3,28,0,0,NA,1,324,2453,23163,16,44,46,45,50,46,39,38,0,0,0,0,0,0,49,51,1,24,1,1,1,73,1,16,53,0,0,0,0
5a6f7aca,b2c2d5e0,fd1f6ae1,Average Need,Central New York,95,25,25,25,NA,19,21,22,31,1,33,1,1,NA,3,484,942,19857,36,66,76,82,75,73,75,0,0,0,0,0,0,0,50,50,0,0,6,0,6,81,6,16,36,0,1,0,1
a94058af,b2c2d5e0,fd1f6ae1,Average Need,Central New York,94,21.666666666666668,21.666666666666668,23,NA,19,19,20,27,0,37,1,1,NA,1,507,880,21056,36,81,57,77,91,74,89,0,0,0,0,0,0,0,46,54,1,0,1,0,7,86,6,20,31,0,1,0,2
fa92318b,b2c2d5e0,fd1f6ae1,Average Need,Central New York,95,23.333333333333332,23.333333333333332,21,NA,22,22,22,17,3,32,1,1,NA,3,482,471,19505,54,66,66,65,73,72,84,0,0,0,0,0,0,0,54,46,1,0,2,1,3,89,6,13,23,0,0,1,0
c5091907,b2c2d5e0,fd1f6ae1,Average Need,Central New York,95,23.333333333333332,23.333333333333332,25,NA,22,21,22,28,1,35,1,1,NA,0,510,681,20541,18,65,67,82,91,88,98,0,0,0,0,0,0,0,51,49,2,0,2,1,3,89,5,15,32,0,1,1,2
619bc4e8,b2c2d5e0,fd1f6ae1,Average Need,Central New York,93,22,20.666666666666668,21,NA,NA,NA,NA,28,2,70,3,1,NA,9,829,937,22372,0,0,0,0,0,0,0,0,0,420,398,0,0,0,53,47,0,0,2,0,6,86,5,15,31,0,0,0,1
12925249,b2c2d5e0,fd1f6ae1,Average Need,Central New York,91,22,15.25,21.25,23.5,NA,NA,NA,26,1,81,6,1,NA,6,1269,826,19696,0,0,0,0,0,0,0,0,0,0,0,419,427,413,53,46,0,0,2,1,4,87,5,14,29,0,1,0,1
80bc80ab,b2c2d5e0,fd1f6ae1,Average Need,Central New York,94,22.666666666666668,22.666666666666668,23,NA,20,23,21,33,2,35,1,0,NA,0,510,958,19848,54,83,79,91,65,69,69,0,0,0,0,0,0,0,51,49,3,0,2,1,4,87,6,17,38,0,2,0,4
9c69ad4f,b2c2d5e0,fd1f6ae1,Average Need,Central New York,94,20,21.5,NA,NA,NA,NA,NA,30,1,65,3,1,NA,6,835,815,21664,0,0,0,0,0,0,0,409,420,0,0,0,0,0,54,46,0,0,3,0,5,87,5,15,33,0,1,0,2
284afc67,cd16b2fc,fd1f6ae1,Low Need,Central New York,95,19.5,19.5,NA,NA,17,22,22,20,2,39,2,0,NA,1,458,870,22754,0,87,85,87,96,101,0,0,0,0,0,0,0,0,52,48,1,0,4,6,2,84,3,16,25,0,0,0,0
3463889a,cd16b2fc,fd1f6ae1,Low Need,Central New York,95,14,19.333333333333332,20.25,21.5,NA,NA,NA,16,1,109,6,1,NA,2,1380,192,23579,0,0,0,0,0,0,0,0,0,0,291,360,365,350,52,48,1,0,3,12,3,77,4,9,18,0,0,0,1
5e7ea88f,cd16b2fc,fd1f6ae1,Low Need,Central New York,96,19.25,18.6,21.666666666666668,NA,NA,NA,NA,12,0,63,2,0,NA,1,647,375,23898,0,0,0,0,0,0,144,167,150,184,0,0,0,0,50,50,1,1,3,14,3,75,5,9,13,0,1,0,2
f0eed6c6,cd16b2fc,fd1f6ae1,Low Need,Central New York,95,18,18,19,NA,NA,NA,NA,18,2,65,3,1,NA,4,647,431,23844,0,0,0,0,0,0,157,172,157,154,0,0,0,0,53,47,1,0,4,8,3,79,6,12,21,0,0,0,0
5db54e1e,cd16b2fc,fd1f6ae1,Low Need,Central New York,95,21.5,21.5,NA,NA,22,22,20,16,3,31,1,1,NA,0,449,497,21532,0,80,86,110,101,65,0,0,0,0,0,0,0,0,55,45,6,0,1,11,2,78,7,12,21,0,0,0,0
5cd53f75,cd16b2fc,fd1f6ae1,Low Need,Central New York,96,21.5,21.5,NA,NA,20,22,18,9,1,38,1,0,NA,0,538,413,21736,0,91,100,129,107,111,0,0,0,0,0,0,0,0,51,49,2,0,1,11,2,79,6,11,12,0,0,0,1
f204d0db,e0690937,fd1f6ae1,Average Need,Central New York,95,19,19,NA,NA,NA,NA,NA,15,1,36,0,1,NA,0,458,437,15606,54,110,96,101,96,0,0,0,0,0,0,0,0,0,51,49,1,0,0,0,3,93,3,11,22,0,0,0,0
7d24e497,e0690937,fd1f6ae1,Average Need,Central New York,93,15,16.333333333333332,17,17.5,NA,NA,NA,19,2,44,3,1,NA,3,453,3080,30051,0,0,0,0,0,0,0,0,0,0,122,100,115,111,54,45,0,0,1,2,1,93,3,13,23,0,1,0,1
c7536586,e0690937,fd1f6ae1,Average Need,Central New York,94,16.2,16.333333333333332,16.666666666666668,NA,NA,NA,NA,20,2,56,2,1,NA,3,486,365,29196,0,0,0,0,0,93,94,102,106,90,0,0,0,0,49,51,0,0,0,0,3,95,2,15,24,0,0,0,1
a5c38cb4,439700c8,fd1f6ae1,Average Need,Central New York,94,NA,NA,NA,NA,15,14,13,45,1,22,0,1,NA,1,204,2643,22179,38,50,59,57,0,0,0,0,0,0,0,0,0,0,48,52,2,2,7,1,9,69,11,17,51,1,1,1,0
4d256cb9,439700c8,fd1f6ae1,Average Need,Central New York,94,18,19,22,NA,NA,NA,NA,43,3,23,1,0,NA,2,244,2652,22049,0,0,0,0,71,48,65,60,0,0,0,0,0,0,52,48,2,2,8,0,8,76,5,14,48,0,1,0,0
d4dac62b,439700c8,fd1f6ae1,Average Need,Central New York,93,16.333333333333332,14,14,15.5,NA,NA,NA,44,2,39,2,1,NA,11,319,953,27817,0,0,0,0,0,0,0,0,64,48,60,42,60,45,52,48,1,2,12,0,8,70,8,14,49,2,0,0,0
2cfa2a6a,cb6506fc,fd1f6ae1,Average Need,Central New York,94,24,21,22.5,NA,NA,NA,NA,48,4,40,2,0,NA,7,386,1304,25737,0,0,0,0,0,0,0,144,125,117,0,0,0,0,50,50,4,0,8,13,8,65,7,17,54,0,2,0,1
1194f1f7,cb6506fc,fd1f6ae1,Average Need,Central New York,93,NA,NA,NA,NA,21,22,22,32,1,28,1,0,NA,3,372,1782,23899,0,133,126,112,0,0,0,0,0,0,0,0,0,1,49,51,0,0,11,1,7,74,7,28,38,0,1,1,2
